sera,6
serf,7
sers,6
sert,7
seul,7
seve,6
sexe,6
sexy,7
shah,8
shit,6
siam,8
sida,4
sidi,5
sied,9
sien,8
silo,5
sima,4
sino,6
sipo,6
sire,5
site,4
situ,5
skis,6
snif,7
soda,3
sofa,4
soft,5
soie,6
soif,6
soin,6
soir,6
sois,5
soit,5
soja,4
sole,5
solo,4
sols,4
soma,3
sono,5
sons,5
sont,6
sors,5
sort,6
soue,6
souk,6
soul,6
sous,5
soya,4
subi,6
suce,6
suer,7
suie,6
suif,7
suis,6
suit,6
sure,5
suri,5
surs,6
taco,6
tact,6
taie,4
tain,5
tais,5
tait,5
tala,3
talc,4
tale,4
tant,6
taon,6
tapa,3
tapi,4
tard,5
tare,4
tari,4
taro,5
tata,2
tate,3
taux,7
taxe,4
taxi,5
tele,5
tels,6
tend,7
tenu,6
tete,4
tetu,5
teve,5
thai,8
thon,7
tian,9
tics,7
tien,8
tifs,7
tige,6
tiki,6
tine,5
tint,6
tipi,5
tira,6
tire,5
tirs,6
titi,6
tofu,7
toge,5
toit,5
tole,5
tolu,6
tome,5
tong,6
tons,5
tope,5
topo,6
tord,5
tore,4
toro,5
tors,5
tort,5
toss,6
toto,5
toue,5
tour,6
tous,5
tout,5
toux,6
trac,9
tram,9
trax,10
tres,8
tric,8
trio,7
troc,9
trop,10
trot,10
trou,10
truc,9
tube,6
tuee,6
tuer,7
tues,7
tuez,7
tutu,6
type,6
typo,7
unes,9
unie,11
unir,11
unis,10
unit,11
urdu,11
uree,8
urne,9
usee,9
uses,10
vain,6
vair,6
vais,6
valu,6
vape,4
vaps,5
vara,6
vase,3
vaut,7
vaux,8
veau,7
vecu,7
veld,8
velo,7
velu,7
vend,7
vent,6
venu,7
vers,7
vert,7
veto,7
vetu,6
veuf,8
veut,7
veux,8
vexe,7
vice,5
vida,5
vide,5
vies,8
vifs,8
vina,6
vins,7
vint,7
vire,5
visa,5
vise,4
vite,4
vive,5
vlan,8
voie,5
voir,6
vois,5
voit,5
voix,6
vole,5
vols,4
vomi,6
vont,6
vopo,7
vote,4
voue,5
vous,5
vrac,9
vrai,9
vues,7
wali,5
wiki,7
yali,5
yama,4
yang,6
yeux,8
yole,6
youp,6
zain,6
zele,6
zero,8
zest,8
zona,6
zone,5
zouk,7
